user1	movie946	movie2289	user266	movie946	user1
user1	movie518	movie518	movie815	user1359	user1
user1	movie513	movie880	user544	movie513	user1
user1	movie309	movie561	movie309	user379	user1
user1	movie742	user40	movie1023	movie742	user1
user1	movie93	movie93	movie880	user224	user1
user1	movie31	movie986	user238	movie31	user1
user1	movie944	movie1007	user490	movie944	user1
user1	movie274	movie880	movie274	user1386	user1
user1	movie417	movie955	movie417	user67	user1
user2	movie829	movie829	movie554	user2	user125
user2	movie46	user131	movie937	movie46	user2
user2	movie622	user551	movie742	user2	movie622
user2	movie877	movie937	movie877	user444	user2
user2	movie29	user352	movie29	movie553	user2
user2	movie31	movie31	user303	user2	movie512
user2	movie227	movie227	user312	user2	movie274
user2	movie33	category1205	movie33	movie779	user2
user2	movie692	movie692	movie554	user126	user2
user2	movie462	movie462	user404	user2	movie274
user3	movie35	movie35	category322	movie1143	user3
user3	movie883	user100	movie883	user3	movie958
user3	movie43	movie1101	movie43	user3	user18
user3	movie412	movie412	user372	movie1027	user3
user3	movie31	movie556	user48	movie31	user3
user3	movie329	user342	movie329	user3	movie958
user3	movie396	movie396	user477	user3	movie958
user3	movie326	movie556	movie326	user3	user42
user3	movie309	user271	movie309	user3	movie958
user3	movie93	user260	movie93	movie554	user3
user4	movie1285	movie2831	user4	movie1285	user502
user4	movie474	movie474	movie880	user4	user557
user4	movie396	user523	user4	movie946	movie396
user4	movie745	category1684	movie745	user4	movie946
user4	movie622	user472	user4	movie2882	movie622
user4	movie1027	user288	movie1027	user4	movie946
user4	movie945	user231	user4	movie945	movie2882
user4	movie462	user610	movie462	user4	movie2882
user4	movie512	movie2406	user4	movie512	user105
user4	movie93	movie93	movie880	user4	user19
user5	movie464	user5	movie464	user314	movie236
user5	movie117	user5	movie117	user818	movie274
user5	movie227	user5	movie227	user514	movie274
user5	movie1333	user5	movie1333	movie149	category860
user5	movie260	user5	movie260	movie236	user136
user5	movie1016	user5	movie1016	movie33	user287
user5	movie22	user5	user1150	movie22	movie301
user5	movie93	user5	movie93	user287	movie274
user5	movie833	user5	movie33	user942	movie833
user5	movie214	user5	user1287	movie123	movie214
user6	movie231	movie1151	user546	movie231	user6
user6	movie945	user490	movie314	movie945	user6
user6	movie724	user759	movie937	movie724	user6
user6	movie417	movie417	movie735	user6	user37
user6	movie90	movie511	user517	user6	movie90
user6	movie741	movie741	user265	movie828	user6
user6	movie309	user379	movie309	movie735	user6
user6	movie510	movie511	user1187	user6	movie510
user6	movie462	movie462	movie256	user6	user500
user6	movie472	user405	movie828	user6	movie472
user7	movie1909	movie1909	user7	movie1592	user354
user7	movie1907	movie1907	user7	user418	movie396
user7	movie1247	user7	movie1247	user252	movie2106
user7	movie31	user647	user7	movie2921	movie31
user7	movie46	movie46	user7	movie396	user652
user7	movie829	movie829	user526	user7	movie966
user7	movie981	category1984	movie981	user7	movie417
user7	movie462	movie462	user7	movie1592	user376
user7	movie692	user7	movie692	movie412	user105
user7	movie227	movie227	user7	movie417	user122
user8	movie942	movie942	movie302	user440	user8
user8	movie18	movie18	category1318	user8	movie413
user8	movie944	user725	movie944	movie230	user8
user8	movie29	movie29	movie462	user203	user8
user8	movie31	movie462	user8	movie31	user303
user8	movie54	movie54	user409	user8	movie326
user8	movie43	movie302	user1552	user8	movie43
user8	movie46	movie46	user8	movie326	user652
user8	movie412	movie412	user111	user8	movie326
user8	movie274	user783	user8	movie326	movie274
user9	movie611	movie849	movie611	user577	user9
user9	movie35	movie742	user403	movie35	user9
user9	movie464	user142	movie193	movie464	user9
user9	movie29	user746	movie637	movie29	user9
user9	movie512	user612	movie1169	user9	movie512
user9	movie944	movie515	movie944	user69	user9
user9	movie256	movie515	user480	movie256	user9
user9	movie31	movie1002	movie31	user9	user303
user9	movie417	movie1002	user259	movie417	user9
user9	movie93	movie515	movie93	user9	user493
user10	movie295	movie295	movie193	user10	user442
user10	movie822	movie818	category688	movie822	user10
user10	movie725	movie93	user348	movie725	user10
user10	movie14	movie193	movie14	user528	user10
user10	movie380	movie380	movie309	user148	user10
user10	movie326	movie297	movie326	user424	user10
user10	movie35	movie35	movie193	user1592	user10
user10	movie29	movie29	movie193	user10	user566
user10	movie1099	movie283	user360	movie1099	user10
user10	movie31	movie31	category1205	movie304	user10
user11	movie1084	category1866	movie1084	movie217	user11
user11	movie396	movie937	user281	movie396	user11
user11	movie464	movie464	movie451	user314	user11
user11	movie193	user415	movie393	movie193	user11
user11	movie434	movie434	producer18	movie236	user11
user11	movie35	category1306	movie217	movie35	user11
user11	movie31	user238	movie451	movie31	user11
user11	movie462	movie462	user486	movie451	user11
user11	movie123	user150	movie937	movie123	user11
user11	movie256	movie256	movie236	user339	user11
user12	movie46	movie46	user1466	user12	movie2663
user12	movie193	movie755	movie193	user12	user415
user12	movie256	movie1038	movie256	user12	user62
user12	movie417	movie692	movie417	user12	user120
user12	movie1621	movie1621	movie692	user750	user12
user12	movie274	user482	movie755	user12	movie274
user12	movie462	user622	movie741	movie462	user12
user12	movie93	movie2986	user949	user12	movie93
user12	movie944	movie944	user81	user12	movie2663
user12	movie227	movie227	movie2134	user12	user122
user13	movie431	movie376	movie431	user13	user103
user13	movie328	movie227	user475	user13	movie328
user13	movie81	user147	movie81	movie417	user13
user13	movie123	movie123	user646	user13	movie512
user13	movie309	movie376	movie309	user13	user148
user13	movie262	movie262	category1318	movie768	user13
user13	movie883	movie376	movie883	user13	user240
user13	movie1007	user522	movie1007	user13	movie2151
user13	movie611	user435	movie227	movie611	user13
user13	movie692	user435	movie692	user13	movie512
user14	movie193	movie193	movie2197	user498	user14
user14	movie2581	user598	movie2581	movie2962	user14
user14	movie2126	movie2126	movie2735	user39	user14
user14	movie1909	movie1909	movie2107	user159	user14
user14	movie899	movie899	movie2962	user14	user423
user14	movie462	movie462	user499	user14	movie1806
user14	movie93	movie93	user398	movie2197	user14
user14	movie309	user518	movie309	user14	movie1806
user14	movie2124	movie2921	movie2124	user14	user423
user14	movie227	movie227	movie2735	user295	user14
user15	movie1085	movie1085	movie46	user376	user15
user15	movie21	user48	movie21	movie381	user15
user15	movie303	movie303	user309	movie381	user15
user15	movie33	user714	movie33	movie460	user15
user15	movie35	movie1876	movie35	user403	user15
user15	movie464	user259	movie464	movie318	user15
user15	movie22	movie22	user687	movie875	user15
user15	movie326	movie326	user328	movie318	user15
user15	movie123	movie46	user331	movie123	user15
user15	movie193	movie93	user372	movie193	user15
user16	movie515	category1198	user16	movie2311	movie515
user16	movie958	movie2223	user597	user16	movie958
user16	movie1887	movie2593	user154	user16	movie1887
user16	movie417	movie417	movie2261	user16	user516
user16	movie876	movie2223	user370	movie876	user16
user16	movie2124	movie2593	movie2124	user16	user423
user16	movie2199	movie2199	movie2261	user16	user70
user16	movie93	movie93	user16	movie2333	category1267
user16	movie643	movie2223	movie643	user16	user506
user16	movie899	user39	movie899	movie2261	user16
user17	movie62	user1306	user17	movie260	movie62
user17	movie185	movie185	user17	category271	movie293
user17	movie94	user17	movie462	movie94	user671
user17	movie1251	user17	movie1251	user252	movie512
user17	movie927	movie227	user17	movie927	user644
user17	movie381	movie227	user17	movie381	user851
user17	movie692	user330	user17	movie462	movie692
user17	movie123	movie135	user17	user998	movie123
user17	movie67	movie227	user17	movie67	user698
user17	movie33	user308	user17	movie33	movie260
user18	movie274	user349	movie274	movie43	user18
user18	movie302	movie302	user377	movie256	user18
user18	movie143	movie556	user163	movie143	user18
user18	movie283	movie283	movie430	user424	user18
user18	movie138	user663	movie253	movie138	user18
user18	movie52	movie269	category322	movie52	user18
user18	movie262	movie262	user461	movie136	user18
user18	movie91	movie141	category2285	movie91	user18
user18	movie417	movie253	user372	movie417	user18
user18	movie611	movie611	user335	movie181	user18
user19	movie381	user712	movie381	movie1083	user19
user19	movie46	movie46	user652	movie396	user19
user19	movie169	movie93	movie169	user712	user19
